query,ming reasoner,ming nodes explored,ming min depth,success,time
1,ming,20,15,True,1.5180402179999994
2,ming,3,2,True,0.20956544799999932
3,ming,5,3,True,0.306651016
4,ming,4,3,True,0.1830423930000009
5,ming,4,3,True,0.18278446200000076
6,ming,3,2,True,0.21490381499999955
7,ming,4,3,True,0.03413727400000077
8,ming,4,3,True,0.06210736600000111
9,ming,3,2,True,0.16892688399999933
10,ming,3,2,True,0.023560696999998854
11,ming,2,1,True,0.01961529999999989
12,ming,2,1,True,0.013180867000000873
13,ming,3,2,True,0.1667684009999988
14,ming,8,7,True,0.5266019330000002
15,ming,4,3,True,0.15905701800000038
16,ming,3,2,True,0.013958552000000068
17,ming,99,15,True,1.4251005289999998
18,ming,3,2,True,0.03133186800000054
19,ming,4,3,True,0.04043696100000105
20,ming,5,4,True,0.06789586000000014
21,ming,4,3,True,0.1846722249999999
22,ming,2,1,True,0.11651563900000106
23,ming,4,3,True,0.11836232699999982
24,ming,3,2,True,9.164499999947395e-05
25,ming,3,2,True,0.031565523999999456
26,ming,434,4,True,4.6660927239999985
27,ming,3,2,True,0.014019564000001594
28,ming,6,5,True,0.9882795539999982
29,ming,2,1,True,0.014596628000003165
30,ming,6,5,True,0.1349675270000006
31,ming,4,3,True,0.012947137000001163
32,ming,3,2,True,0.22830447499999806
33,ming,3,2,True,0.03307522800000129
34,ming,4,3,True,0.02989367700000045
35,ming,5,4,True,0.13580989000000088
36,ming,3,2,True,0.012346538000002738
37,ming,5,4,True,0.11975721700000008
38,ming,3,2,True,0.039919301999997714
39,ming,2,1,True,0.11780530399999734
40,ming,3,2,True,0.00011672399999795857
41,ming,3,2,True,0.028126213000000178
42,ming,48,5,True,0.5636915000000009
43,ming,3,2,True,0.05160380399999909
44,ming,3,2,True,0.006296059000000298
45,ming,2,1,True,7.525299999855406e-05
46,ming,2,1,True,0.23048077800000044
47,ming,2,1,True,0.01361997300000084
48,ming,5,4,True,0.79072575
49,ming,5,4,True,0.1483768550000022
50,ming,3,2,True,0.047280814000000504
51,ming,2,1,True,0.013879649999999799
52,ming,64,5,True,0.7472696479999996
53,ming,2,1,True,0.014744878999998434
54,ming,41,6,True,0.3317487229999969
55,ming,2,1,True,9.657200000035004e-05
56,ming,3,2,True,0.06581954099999976
57,ming,2,1,True,7.59929999993858e-05
58,ming,3,2,True,0.03237571100000025
59,ming,2,1,True,0.012555676999998155
60,ming,6,5,True,0.852721056
61,ming,4,3,True,0.011238293000001676
62,ming,4,3,True,0.17438413100000005
63,ming,4,3,True,0.009522708999998741
64,ming,4,3,True,0.009135739000001308
65,ming,7,6,True,0.22736210800000123
66,ming,3,2,True,0.17362369599999994
67,ming,3,2,True,0.051329595999998645
68,ming,5,4,True,0.034383319999999884
69,ming,4,3,True,0.04207951999999793
70,ming,10,5,True,0.38973075399999857
71,ming,3,2,True,0.01820206700000071
72,ming,3,2,True,0.1607536790000026
73,ming,3,2,True,0.015784488000001318
74,ming,8,7,True,0.20233370800000117
75,ming,3,2,True,0.032323078000001004
76,ming,3,2,True,0.05328535599999995
77,ming,3,2,True,0.06278673599999962
78,ming,280,15,True,2.6225567489999975
79,ming,7,6,True,0.09824912799999908
80,ming,2,1,True,7.934199999937164e-05
81,ming,4,3,True,0.022573828999998824
82,ming,3,2,True,0.04550692899999831
83,ming,2,1,True,0.15200746899999729
84,ming,2,1,True,0.011418168000002282
85,ming,3,2,True,0.14017374500000201
86,ming,2,1,True,0.01770357700000247
87,ming,2,1,True,0.19006738300000237
88,ming,3,2,True,0.025855292000002805
89,ming,3,2,True,0.052675355000001645
90,ming,3,2,True,0.03714386900000122
91,ming,3,2,True,0.04019454299999836
92,ming,2,1,True,8.172000000072899e-05
93,ming,7,6,True,0.6688654280000002
94,ming,3,2,True,0.03172020199999892
95,ming,428,4,True,0.8784546720000002
96,ming,3,2,True,0.0363361179999977
97,ming,3,2,True,0.13788765900000044
98,ming,2,1,True,0.01140582600000073
99,ming,4,3,True,0.009566974000001949
100,ming,3,2,True,0.04759445099999837
